SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,Lat,Long
R152,7101 N RESEDA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.200354,-118.53617
SP461,100 7TH ST,Single-Space,FLAT,$0.50 ,2HR,33.737925,-118.280856
OS249,2000 S SAWTELLE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.040262,-118.442959
OS642,11300 PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.034447,-118.439978
OS32,2200 S GRANVILLE AVE,Single-Space,FLAT,$1.00 ,2HR,34.032798,-118.449395
CP7,7200 N ALABAMA AVE,Single-Space,FLAT,$1.00 ,2HR,34.201387,-118.59896
SC660,12901 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.145595,-118.415946
WSV35,1100 S BARRINGTON AVE,Single-Space,FLAT,$1.00 ,2HR,34.049771,-118.460962
SO77,14500 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.150906,-118.449218
SC377,11400 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.139599,-118.379752
112820,101 S SANTA FE AVE,Multi-Space,FLAT,$2.00 ,2HR,34.048536,-118.232503
CP37,21601 W SHERMAN WAY,Single-Space,FLAT,$1.00 ,2HR,34.201137,-118.600718
PW337A,2400 S PATRICIA AVE,Single-Space,FLAT,$1.00 ,2HR,34.044758,-118.418616
ED830,800 E AGATHA ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.037975,-118.245926
OS256,2000 S SAWTELLE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.040701,-118.443339
WH481,22400 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.168325,-118.615575
SO223,4500 N LEMONA AVE,Single-Space,FLAT,$1.00 ,2HR,34.153307,-118.459549
EN769,17000 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.159864,-118.504234
NH1092,5100 N KLUMP AVE,Single-Space,FLAT,$1.00 ,2HR,34.16413,-118.375649
SO1171,4700 N SEPULVEDA BLVD,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.15635,-118.466002
SC11,12001 W VENTURA PL,Single-Space,FLAT,$1.00 ,2HR,34.144444,-118.394185
PW328,10500 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.044804,-118.41946
ED839,701 S TOWNE AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.038211,-118.246752
SV379,1400 N COLE PL,Single-Space,TOD,$0.50 - $1.00,2HR,34.096821,-118.33023
SO1079,4300 N MAMMOTH AVE,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.148622,-118.432504
CB1203,700 S OLIVE ST,Single-Space,FLAT,$3.00 ,4HR,34.045353,-118.256562
OS514,12201 W OLYMPIC BLVD,Single-Space,FLAT,$1.00 ,30MIN,34.0321,-118.456208
OS343,2101 S PURDUE AVE,Single-Space,FLAT,$1.00 ,2HR,34.03735,-118.443503
CB730,901 S MAPLE AVE,Single-Space,TOD,$1.00 - $4.00,2HR,34.039269,-118.253032
CB4534,400 S OLIVE ST,Single-Space,FLAT,$4.00 ,2HR,34.050246,-118.252021
SO542,14101 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.149784,-118.441109
PB179A,5701 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.050917,-118.362947
OS763,2301 S CORINTH AVE,Single-Space,FLAT,$1.00 ,4HR,34.03549,-118.440464
R183,7001 N RESEDA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.198019,-118.536166
R220,18400 W SHERMAN WAY,Single-Space,FLAT,$1.00 ,2HR,34.20102,-118.535358
WSV305,1201 S CENTINELA AVE,Single-Space,FLAT,$1.00 ,1HR,34.040676,-118.470222
SO792,4201 N STERN AVE,Single-Space,FLAT,$1.00 ,2HR,34.148237,-118.435042
SV758,1401 N HIGHLAND AVE,Single-Space,FLAT,$1.00 ,2HR,34.096762,-118.338784
WSV221,1200 S BROCKTON AVE,Single-Space,FLAT,$1.00 ,2HR,34.045829,-118.464962
OS450,11701 W OLYMPIC BLVD,Single-Space,FLAT,$1.00 ,2HR,34.034148,-118.44836
PW301,10600 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.043213,-118.422224
NH1031,10701 W RIVERSIDE DR,Single-Space,FLAT,$1.00 ,2HR,34.152339,-118.365341
WU823,1401 W OLYMPIC BLVD,Single-Space,FLAT,$1.00 ,2HR,34.048178,-118.271677
TZ504,18600 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.170254,-118.539964
WA433,1900 8TH ST,Single-Space,FLAT,$1.00 ,1HR,34.054139,-118.276399
SV400A,1301 N VINE ST,Single-Space,FLAT,$0.50 ,2HR,34.095781,-118.326789
WH608,21700 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.168213,-118.601131
OS114,2201 S BUTLER AVE,Single-Space,FLAT,$1.00 ,2HR,34.036212,-118.443918
CP90,21901 W SHERMAN WAY,Single-Space,FLAT,$1.00 ,2HR,34.20113,-118.604861
SO817,13500 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.147487,-118.4286
VW2049,2950 6TH ST,Single-Space,FLAT,$1.00 ,2HR,34.063636,-118.286235
CS45,5701 S CRENSHAW BLVD,Single-Space,FLAT,$1.00 ,2HR,33.990415,-118.331074
NH968,10700 W RIVERSIDE DR,Single-Space,FLAT,$1.00 ,2HR,34.152163,-118.36536
BR49,11701 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00 ,1HR,34.053222,-118.468415
TZ66,5500 N RESEDA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.17104,-118.535864
CP81,7200 N VASSAR AVE,Single-Space,FLAT,$1.00 ,2HR,34.201668,-118.604329
EN559,17900 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.164114,-118.523795
WH788,5200 N PREMIERE HILLS DR,Single-Space,FLAT,$1.00 ,2HR,34.166525,-118.583281
WH326,22501 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.167618,-118.618684
TZ88,18501 W BURBANK BLVD,Single-Space,FLAT,$1.00 ,2HR,34.172452,-118.537149
OS768A,2301 S CORINTH AVE,Single-Space,FLAT,$1.00 ,4HR,34.035079,-118.440111
SO410,14200 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.149865,-118.442925
PW209,10901 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.039455,-118.43014
CB1664,800 S LOS ANGELES ST,Single-Space,TOD,$3.00 - $4.00,2HR,34.040906,-118.253719
R20,18301 W SHERMAN WAY,Single-Space,FLAT,$1.00 ,2HR,34.201234,-118.533
WH188A,21701 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.168463,-118.601503
112838,101 S SANTA FE AVE,Multi-Space,FLAT,$2.00 ,2HR,34.048625,-118.232687
EN135,4800 N LIBBIT AVE,Single-Space,FLAT,$1.00 ,2HR,34.157455,-118.48792
PW138,2200 S WESTWOOD BLVD,Single-Space,FLAT,$1.00 ,2HR,34.042832,-118.430703
EN30,4601 N FIRMAMENT AVE,Single-Space,FLAT,$1.00 ,2HR,34.155403,-118.472722
SA9,1501 SUNSET BLVD,Single-Space,FLAT,$1.00 ,2HR,34.07672,-118.256965
R353,7500 N RESEDA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.207713,-118.535933
WH809,23000 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.164535,-118.627237
SO926,13501 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.147813,-118.429319
EN278,4901 N PASO ROBLES AVE,Single-Space,FLAT,$1.00 ,2HR,34.160609,-118.502257
TZ326,19500 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.17267,-118.559793
SC474,11101 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.141195,-118.371874
WA1132B,1801 6TH ST,Single-Space,FLAT,$1.00 ,1HR,34.058341,-118.271955
NH793,4300 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,2HR,34.150205,-118.36561
WH793,19800 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.172265,-118.564719
SC207,12172 W VENTURA BLVD,Single-Space,FLAT,$1.50 ,2HR,34.143151,-118.398816
SO245,4501 N NOBLE AVE,Single-Space,FLAT,$1.00 ,2HR,34.153525,-118.461854
NH98,11000 W MAGNOLIA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.164835,-118.371981
WW960,601 HARVARD BLVD,Single-Space,FLAT,$1.00 ,2HR,34.062044,-118.304186
EN664,17500 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.161448,-118.514611
EN381,5000 N LOUISE AVE,Single-Space,FLAT,$1.00 ,2HR,34.16117,-118.509697
SC332,11600 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.140493,-118.38572
LC469,8501 BEVERLY BLVD,Single-Space,FLAT,$2.00 ,1HR,34.076234,-118.378162
R88,7201 N RESEDA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.202307,-118.536173
OS257B,11200 W LA GRANGE AVE,Single-Space,FLAT,$1.00 ,2HR,34.041062,-118.443436
LC356,8401 W BEVERLY BLVD,Single-Space,FLAT,$1.00 ,2HR,34.076153,-118.374593
WSV264A,1200 S STONER AVE,Single-Space,FLAT,$1.00 ,2HR,34.04831,-118.461327
TZ522,18500 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.16961,-118.538349
CB1143,900 S HILL ST,Single-Space,TOD,$2.00 - $4.00,4HR,34.042217,-118.257793
BH305,2200 E 1ST ST,Single-Space,FLAT,$1.00 ,2HR,34.044331,-118.212118
OS813,2301 S PURDUE AVE,Single-Space,FLAT,$1.00 ,2HR,34.034656,-118.441192
SO182,14701 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.152023,-118.454721
CC1228A,300 S LOS ANGELES ST,Single-Space,TOD,$0.50 - $5.00,2HR,34.048246,-118.244856
LT558,301 S TOWNE AVE,Single-Space,FLAT,$0.50 ,4HR,34.044727,-118.240573
WH3A,19701 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.172609,-118.56335
WH298,22201 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.168917,-118.610716
WSV250A,11700 S WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.048358,-118.462026
HP8,100 AVENUE 55,Single-Space,FLAT,$1.00 ,2HR,34.107606,-118.195963
PW9,10501 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.044844,-118.419819
NH50,11100 W OTSEGO ST,Single-Space,FLAT,$1.00 ,1HR,34.162936,-118.373104
WH511,5301 N TOPANGA CANYON BLVD,Single-Space,FLAT,$1.00 ,2HR,34.167947,-118.606012
SC493,11201 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.141835,-118.374879
PW158,2201 S WESTWOOD BLVD,Single-Space,FLAT,$1.00 ,2HR,34.042636,-118.430791
BH370,2301 E 1ST ST,Single-Space,FLAT,$1.00 ,2HR,34.044079,-118.210399
UC22,3701 N CAHUENGA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.135776,-118.362109
VW2028,2800 7TH ST,Single-Space,FLAT,$1.00 ,2HR,34.059731,-118.284742
PW315,2401 S PROSSER AVE,Single-Space,FLAT,$1.00 ,2HR,34.043631,-118.420853
TZ148,18601 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.170631,-118.540316
WSV90,12001 W WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,2HR,34.045776,-118.4656
AE224,100 HEWITT ST,Single-Space,JUMP,$1/H - $4/10H,10HR,34.048411,-118.236052
OS467A,11701 W OLYMPIC BLVD,Single-Space,FLAT,$1.00 ,2HR,34.033643,-118.449149
SC447,10900 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.139527,-118.368157
NH682,4301 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,2HR,34.149679,-118.365562
CC845A,401 N FIGUEROA ST,Single-Space,FLAT,$0.50 ,4HR,34.060345,-118.248011
113123,901 E 2ND ST,Multi-Space,FLAT,$2.00 ,2HR,34.047387,-118.233958
OS135,2200 S BUTLER AVE,Single-Space,FLAT,$1.00 ,2HR,34.036277,-118.443784
R476,6800 N RESEDA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.195164,-118.535912
TZ246A,19301 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.172811,-118.554852
SO898,13401 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.147388,-118.426758
SP492A,200 7TH ST,Single-Space,FLAT,$0.50 ,2HR,33.737927,-118.282639
NH285,11100 W CHANDLER BLVD,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.168036,-118.374057
EN201,16601 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.158489,-118.497297
SC783,12900 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.145158,-118.414628
SO184,4500 N WILLIS AVE,Single-Space,FLAT,$1.00 ,2HR,34.152709,-118.455177
EN572,5101 N ZELZAH AVE,Single-Space,FLAT,$1.00 ,2HR,34.163515,-118.522918
SO216,14901 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.152699,-118.458795
PW17,10501 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.044317,-118.420734
R112,18501 W SHERMAN WAY,Single-Space,FLAT,$1.00 ,2HR,34.20123,-118.537832
R133,7100 N AMIGO AVE,Single-Space,FLAT,$1.00 ,1HR,34.200917,-118.53853
EN1018,4500 N SHERMAN OAKS AVE,Single-Space,FLAT,$1.00 ,2HR,34.153059,-118.469099
EN751,17100 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.160248,-118.506329
PW63,10601 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.04225,-118.424352
WB366,400 W 23RD ST,Single-Space,JUMP,$0.50/H - $2.00/6H,6HR,34.029983,-118.272759
PM266,8800 W SOUTH VENICE BLVD,Single-Space,FLAT,$1.00 ,2HR,34.02998,-118.38682
P10,1001 E SWARTHMORE AVE,Single-Space,FLAT,$1.00 ,2HR,34.04813,-118.525185
WH221,5400 N GLADE AVE,Single-Space,FLAT,$1.00 ,2HR,34.169471,-118.607969
C1212,1000 30TH ST,Single-Space,FLAT,$1.00 ,2HR,34.027282,-118.284745
R334,7400 N RESEDA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.205631,-118.53592
R258,18300 W SHERMAN WAY,Single-Space,FLAT,$1.00 ,2HR,34.201023,-118.532922
WH498,22100 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.168458,-118.608399
EN357,17101 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.160482,-118.506354
SC693E,4201 N LONGRIDGE AVE,Single-Space,FLAT,$1.00 ,2HR,34.146629,-118.421338
112974,801 TRACTION AVE,Multi-Space,FLAT,$2.00 ,2HR,34.045013,-118.235346
EN753,17000 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.160013,-118.504956
ED786,700 E 10TH ST,Single-Space,TOD,$0.50 - $1.50,2HR,34.034967,-118.250588
WSV296B,1200 S GRANVILLE AVE,Single-Space,FLAT,$1.00 ,1HR,34.047792,-118.462327
SO1192,4100 N SUNNYSLOPE AVE,Single-Space,FLAT,$1.00 ,2HR,34.146967,-118.427106
R42,7200 N RESEDA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.201809,-118.535928
LP75,4601 S CRENSHAW BLVD,Single-Space,FLAT,$1.00 ,4HR,34.000598,-118.330918
SO587,4600 N VAN NUYS BLVD,Single-Space,FLAT,$1.00 ,2HR,34.155174,-118.44856
OS895,11500 W EXPOSITION BOULEVARD S/R,Single-Space,FLAT,$1.00 ,2HR,34.033363,-118.443899
VW2011,2801 W 7TH ST,Single-Space,FLAT,$1.00 ,2HR,34.059898,-118.285716
SC613,12501 W VENTURA BLVD,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.143094,-118.406701
TZ134,18601 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.17012,-118.539039
SO201,4500 N KESTER AVE,Single-Space,FLAT,$1.00 ,2HR,34.153155,-118.457316
NH954,4300 N TUJUNGA AVE,Single-Space,FLAT,$1.00 ,1HR,34.149205,-118.378884
BR115,11800 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00 ,1HR,34.05294,-118.468267
NH909,5201 N TUJUNGA AVE,Single-Space,FLAT,$1.00 ,4HR,34.166312,-118.379072
OS858,2300 S FEDERAL AVE,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.033832,-118.444517
TZ452,18800 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.171953,-118.544181
EN320,17001 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.160013,-118.503719
SO513,13801 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.148688,-118.434602
PW44,10601 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.04281,-118.423376
VW2017,2800 7TH ST,Single-Space,FLAT,$1.00 ,2HR,34.059724,-118.285659
SO762B,14501 W MOORPARK ST,Single-Space,FLAT,$1.00 ,2HR,34.152044,-118.449751
SO57,14500 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.151162,-118.450758
SV549,1500 N EL CENTRO AVE,Single-Space,TOD,$1.00 - $2.00,2HR,34.09883,-118.323665
EN814,16700 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.158377,-118.497797
EN344,5000 N AMESTOY AVE,Single-Space,FLAT,$1.00 ,2HR,34.160961,-118.505375
WH209,22001 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.168676,-118.607523
OS723,2200 S PURDUE AVE,Single-Space,FLAT,$1.00 ,2HR,34.036178,-118.442334
LC143,301 N LA CIENEGA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.07715,-118.376721
OS398,2101 S BARRY AVE,Single-Space,FLAT,$1.00 ,2HR,34.03549,-118.447566
OS142,2201 S PURDUE AVE,Single-Space,FLAT,$1.00 ,2HR,34.036679,-118.442926
SC151,12400 W VENTURA BLVD,Single-Space,FLAT,$1.50 ,2HR,34.142676,-118.404215
SO772,4201 N HAZELTINE AVE,Single-Space,FLAT,$1.00 ,2HR,34.149106,-118.43951
WW1147,3501 6TH ST,Single-Space,FLAT,$1.00 ,2HR,34.063664,-118.29833
ED826,700 S TOWNE AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.038222,-118.246453
R444,6600 N RESEDA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.191399,-118.535906
R144,18500 W SHERMAN WAY,Single-Space,FLAT,$1.00 ,2HR,34.201015,-118.537521
SO358,14900 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.152528,-118.459019
VW2030,3201 6TH ST,Single-Space,FLAT,$1.00 ,2HR,34.063695,-118.292375
CB3733A,400 S MAIN ST,Single-Space,TOD,$0.50 - $3.00,2HR,34.047263,-118.24792
WSV252,11700 S WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.048483,-118.461875
NH604,4801 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,2HR,34.15932,-118.371394
SO170,4401 N CEDROS AVE,Single-Space,FLAT,$1.00 ,2HR,34.151976,-118.453125
WH542A,22001 W AVENUE SAN LUIS,Single-Space,FLAT,$1.00 ,1HR,34.166021,-118.606243
EN917,16000 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.15602,-118.481888
SVV251,4701 W SANTA MONICA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.090965,-118.292427
TZ119,18501 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.169321,-118.537059
NH1133,10800 W WHIPPLE ST,Single-Space,FLAT,$1.00 ,2HR,34.148008,-118.364818
SO1155,4600 N SEPULVEDA BLVD,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.155292,-118.466001
WH268,22100 W CLARENDON ST,Single-Space,FLAT,$1.00 ,2HR,34.169588,-118.609315
OS506,12101 W OLYMPIC BLVD,Single-Space,FLAT,$1.00 ,2HR,34.032359,-118.454567
TZ587,18701 W BURBANK BLVD,Single-Space,FLAT,$1.00 ,2HR,34.172454,-118.541014
112243,801 E 3RD ST,Multi-Space,FLAT,$2.00 ,2HR,34.04591,-118.23467
SO338,4400 N NOBLE AVE,Single-Space,FLAT,$1.00 ,2HR,34.152069,-118.461791
WF285,7900 W 3RD ST,Single-Space,FLAT,$1.00 ,2HR,34.071524,-118.362041
112027,901 E 2ND ST,Multi-Space,FLAT,$2.00 ,2HR,34.04721,-118.234794
SO260,15101 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.153441,-118.463283
NH120,11001 W MAGNOLIA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.165014,-118.371742
SW276A,5601 W MELROSE AVE,Single-Space,FLAT,$1.00 ,1HR,34.083568,-118.323122
NH1055,4101 N CAHUENGA BLVD,Single-Space,FLAT,$1.00 ,4HR,34.144311,-118.361545
PW278,10600 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.042234,-118.423892
SO873,13301 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.146923,-118.423966
BR117,11800 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00 ,1HR,34.05301,-118.46793
OS674,11501 W PICO BLVD,Single-Space,FLAT,$1.00 ,1HR,34.033008,-118.443236
EN412,17401 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.161407,-118.512727
SO877A,13301 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.146986,-118.424345
OS483,11801 W OLYMPIC BLVD,Single-Space,FLAT,$1.00 ,2HR,34.033046,-118.450753
HO168,1601 N CAHUENGA BLVD,Single-Space,TOD,$1.50 - $4.00,2HR,34.100134,-118.329627
R461,6700 N RESEDA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.19276,-118.53591
SC47,12001 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.143759,-118.394245
SC135,12401 W VENTURA BLVD,Single-Space,FLAT,$1.50 ,2HR,34.142893,-118.404054
SO455,13950 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.148783,-118.436402
SS588,11201 W MISSOURI AVE,Single-Space,FLAT,$1.00 ,1HR,34.042683,-118.444768
OS785,11301 W TENNESSEE AVE,Single-Space,FLAT,$1.00 ,2HR,34.036009,-118.441267
R11,18301 W SHERMAN WAY,Single-Space,FLAT,$1.00 ,2HR,34.201237,-118.532276
TZ582,5601 N YOLANDA AVE,Single-Space,FLAT,$1.00 ,2HR,34.172831,-118.540804
112176,801 E 3RD ST,Multi-Space,FLAT,$2.00 ,2HR,34.045901,-118.235648
NH1133A,10800 W WHIPPLE ST,Single-Space,FLAT,$1.00 ,2HR,34.148008,-118.36472
CC1567,300 S SPRING ST,Single-Space,TOD,$1.00 - $5.00,4HR,34.049427,-118.247642
EN897,16100 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.156376,-118.484466
CB735,901 S MAPLE AVE,Single-Space,TOD,$1.00 - $4.00,2HR,34.038973,-118.253358
EN1037,4800 N BALBOA AVE,Single-Space,FLAT,$1.00 ,2HR,34.158831,-118.501625
TZ92,18500 W BURBANK BLVD,Single-Space,FLAT,$1.00 ,2HR,34.172254,-118.536478
SO1181,4700 N SEPULVEDA BLVD,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.157023,-118.466003
HP211,100 W AVE 56,Single-Space,FLAT,$1.00 ,2HR,34.109177,-118.194466
OS239,11200 W MISSISSIPPI AVE,Single-Space,FLAT,$1.00 ,2HR,34.039658,-118.44217
OS36,11700 W OLYMPIC BLVD,Single-Space,FLAT,$1.00 ,1HR,34.033336,-118.449183
SO240,15001 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.153013,-118.460698
TZ570,18300 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.166727,-118.531206
EN152,16401 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.157422,-118.490407
EN707,4900 N ANDASOL AVE,Single-Space,FLAT,$1.00 ,2HR,34.160588,-118.511483
NH41,5000 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,2HR,34.162396,-118.372983
OS326,2100 S PURDUE AVE,Single-Space,FLAT,$1.00 ,2HR,34.037363,-118.443334
CB2274C,1100 S SAN JULIAN ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.035155,-118.253625
SC739,4001 N RADFORD AVE,Single-Space,FLAT,$1.00 ,2HR,34.145285,-118.392571
OS102,2200 S COLBY AVE,Single-Space,FLAT,$1.00 ,30MIN,34.035659,-118.444637
SO763B,14501 W MOORPARK ST,Single-Space,FLAT,$1.00 ,2HR,34.151935,-118.449181
CB762,900 S SANTEE ST,Single-Space,TOD,$1.50 - $4.00,2HR,34.039606,-118.253884
WH636,21300 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.167582,-118.596625
WW2045A,3901 WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.061807,-118.313531
WH570,21901 W COSTANSO ST,Single-Space,JUMP,$1.00/H - $2.50/14H,14HR,34.167641,-118.605397
BR100,11900 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00 ,1HR,34.052333,-118.471322
SO405,14200 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.149951,-118.443441
SO691,14501 W ADDISON ST,Single-Space,FLAT,$1.00 ,2HR,34.16129,-118.449316
UC83,3401 N CAHUENGA BLVD,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.132205,-118.353466
EN289,4901 N PASO ROBLES AVE,Single-Space,FLAT,$1.00 ,2HR,34.159802,-118.502258
NH200,5200 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,2HR,34.166495,-118.375403
VN393,6200 N VESPER AVE,Single-Space,FLAT,$1.00 ,2HR,34.18431,-118.450832
WW946,601 HARVARD BLVD,Single-Space,FLAT,$1.00 ,2HR,34.063332,-118.304202
R385,6901 N RESEDA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.197156,-118.536166
NH971,10700 W RIVERSIDE DR,Single-Space,FLAT,$1.00 ,2HR,34.152158,-118.365004
WH357,22701 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.166439,-118.622526
TZ295,19601 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.172866,-118.560456
SO822C,4200 N ALLOTT AVE,Single-Space,FLAT,$1.00 ,2HR,34.147279,-118.42818
SC116,12301 W VENTURA BLVD,Single-Space,FLAT,$1.50 ,2HR,34.143071,-118.402064
MM840,600 S ORANGE DR,Single-Space,FLAT,$1.00 ,1HR,34.063007,-118.341797
EN1010A,4501 N SHERMAN OAKS AVE,Single-Space,FLAT,$1.00 ,2HR,34.153587,-118.46924
WH452,22600 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.166819,-118.620356
5228,670 JEFFERSON BLVD,Multi-Space,FLAT,$1.00 ,4HR,34.022626,-118.281873
SC723,4000 N RADFORD AVE,Single-Space,FLAT,$1.00 ,2HR,34.14629,-118.392105
CB1689,700 S LOS ANGELES ST,Single-Space,TOD,$1.50 - $4.00,2HR,34.042397,-118.251465
TZ19,18401 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.168125,-118.534083
NH1259,5251 N VINELAND AVE,Single-Space,FLAT,$1.00 ,2HR,34.16673,-118.370541
